"","Country","Region","Year","Population","Life.Expectancy","Health.Expenditure"
"975","Lao PDR","East Asia & Pacific",2000,5317060,61.39460976,10.82220608
"976","Latvia","Europe & Central Asia",2000,2372985,70.31463415,196.8125245
"977","Lebanon","Middle East & North Africa",2000,3742329,70.63702439,455.1985072
"978","Lesotho","Sub-Saharan Africa",2000,1963878,47.58636585,26.63946574
"979","Liberia","Sub-Saharan Africa",2000,2847290,45.96431707,10.98670564
"980","Libya","Middle East & North Africa",2000,5231189,72.5307561,243.8362828
"981","Lithuania","Europe & Central Asia",2000,3499536,72.0195122,212.2446064
"982","Luxembourg","Europe & Central Asia",2000,436300,77.87317073,3473.532246
"983","Macedonia, FYR","Europe & Central Asia",2000,2009091,72.91021951,156.7261289
"984","Madagascar","Sub-Saharan Africa",2000,15364272,59.67456098,9.37516003
"985","Malawi","Sub-Saharan Africa",2000,11228756,46.02973171,9.42469648
"986","Malaysia","East Asia & Pacific",2000,23414909,72.1424878,124.5699464
"987","Maldives","South Asia",2000,273236,70.37412195,160.3548982
"988","Mali","Sub-Saharan Africa",2000,11295324,47.24326829,14.79404198
"989","Malta","Middle East & North Africa",2000,381363,78.2,643.3998101
"990","Marshall Islands","East Asia & Pacific",2000,52145,65.23902439,465.7676886
"991","Mauritania","Sub-Saharan Africa",2000,2642743,56.99478049,24.2798666
"992","Mauritius","Sub-Saharan Africa",2000,1186873,71.66341463,144.9859639
"993","Mexico","Latin America & Caribbean",2000,99959594,74.2742439,328.4829061
"994","Micronesia, Fed. Sts.","East Asia & Pacific",2000,107103,67.27373171,170.4453844
"995","Moldova","Europe & Central Asia",2000,3639588,66.88826829,23.52063202
"996","Mongolia","East Asia & Pacific",2000,2411369,63.12134146,21.96976666
"997","Montenegro","Europe & Central Asia",2000,632606,74.89002439,116.8261351
"998","Morocco","Middle East & North Africa",2000,28793236,68.67514634,53.75236432
"999","Mozambique","Sub-Saharan Africa",2000,18200656,47.23785366,14.59131231
"1000","Myanmar","East Asia & Pacific",2000,44957660,61.85570732,3.371136965
"1001","Namibia","Sub-Saharan Africa",2000,1895839,57.65773171,126.0509575
"1002","Nepal","South Asia",2000,24400606,61.52163415,11.82240089
"1003","Netherlands","Europe & Central Asia",2000,15925513,77.98780488,1924.632723
"1004","New Zealand","East Asia & Pacific",2000,3857700,78.63658537,1051.438727
"1005","Nicaragua","Latin America & Caribbean",2000,5073704,69.64573171,54.27549775
"1006","Niger","Sub-Saharan Africa",2000,10922421,48.26668293,5.21646618
"1007","Nigeria","Sub-Saharan Africa",2000,123688536,46.27231707,17.10887986
"1008","Norway","Europe & Central Asia",2000,4490967,78.63414634,3155.349233
"1009","Oman","Middle East & North Africa",2000,2264163,74.11029268,263.9609719
"1010","Pakistan","South Asia",2000,144522192,63.16195122,14.95037047
"1011","Palau","East Asia & Pacific",2000,19172,70.49365854,661.0341415
"1012","Panama","Latin America & Caribbean",2000,2956126,74.22314634,305.1967338
"1013","Papua New Guinea","East Asia & Pacific",2000,5378824,58.79578049,25.91760575
"1014","Paraguay","Latin America & Caribbean",2000,5343539,70.04519512,124.2396343
"1015","Peru","Latin America & Caribbean",2000,25861887,70.47626829,96.8113784
"1016","Philippines","East Asia & Pacific",2000,77309965,66.79514634,33.63425387
"1017","Poland","Europe & Central Asia",2000,38453757,73.74878049,247.1863087
"1018","Portugal","Europe & Central Asia",2000,10225836,76.31463415,1066.375002
"1019","Qatar","Middle East & North Africa",2000,590957,76.30319512,654.5538623
"1020","Romania","Europe & Central Asia",2000,22442971,71.16341463,72.27655392
"1021","Russian Federation","Europe & Central Asia",2000,146303000,65.34146341,95.95046995
"1022","Rwanda","Sub-Saharan Africa",2000,8098344,46.51021951,9.042109006
"1023","Samoa","East Asia & Pacific",2000,176549,69.48780488,78.96224429
"1024","San Marino","Europe & Central Asia",2000,26967,80.6195122,2742.89415
"1025","Sao Tome and Principe","Sub-Saharan Africa",2000,141010,62.35778049,45.53231003
"1026","Saudi Arabia","Middle East & North Africa",2000,20045276,71.49209756,400.4213183
"1027","Senegal","Sub-Saharan Africa",2000,9505862,55.7392439,21.319472
"1028","Serbia","Europe & Central Asia",2000,7516346,72.13658537,60.01495514
"1029","Sierra Leone","Sub-Saharan Africa",2000,4143115,39.73158537,26.86698934
"1030","Singapore","East Asia & Pacific",2000,4027900,78.05121951,662.7288525
"1031","Slovak Republic","Europe & Central Asia",2000,5388720,73.05121951,207.7368505
"1032","Slovenia","Europe & Central Asia",2000,1988925,75.41219512,830.0668719
"1033","Solomon Islands","East Asia & Pacific",2000,408732,62.8342439,48.54700445
"1034","Somalia","Sub-Saharan Africa",2000,7399033,48.29578049,6.777761295
"1035","South Africa","Sub-Saharan Africa",2000,4.4e+07,54.77631707,246.1183522
"1036","Spain","Europe & Central Asia",2000,40263216,78.96585366,1039.894213
"1037","Sri Lanka","South Asia",2000,19102000,70.98429268,32.5750347
"1038","St. Lucia","Latin America & Caribbean",2000,155996,71.10560976,264.5020994
"1039","St. Vincent and the Grenadines","Latin America & Caribbean",2000,107891,70.37695122,137.0552173
"1040","Sudan","Sub-Saharan Africa",2000,27556383,56.97409756,12.11386541
"1041","Suriname","Latin America & Caribbean",2000,466846,67.93529268,166.8125989
"1042","Swaziland","Sub-Saharan Africa",2000,1010787,48.67021951,75.3100636
"1043","Sweden","Europe & Central Asia",2000,8872109,79.64390244,2279.625321
"1044","Switzerland","Europe & Central Asia",2000,7184250,79.6804878,3518.970877
"1045","Syrian Arab Republic","Middle East & North Africa",2000,15988534,74.01887805,59.21796899
"1046","Tajikistan","Europe & Central Asia",2000,6172807,63.75534146,6.470299091
"1047","Tanzania","Sub-Saharan Africa",2000,34038161,50.37329268,10.10199549
"1048","Thailand","East Asia & Pacific",2000,63155029,72.51521951,65.98079752
"1049","Timor-Leste","East Asia & Pacific",2000,830089,56.1902439,30.29953891
"1050","Togo","Sub-Saharan Africa",2000,4793504,54.8094878,14.29805678
"1051","Tonga","East Asia & Pacific",2000,97935,70.76092683,91.57300869
"1052","Trinidad and Tobago","Latin America & Caribbean",2000,1292058,68.39560976,245.0715601
"1053","Tunisia","Middle East & North Africa",2000,9563500,72.6,122.5332749
"1054","Turkey","Europe & Central Asia",2000,63627862,69.44687805,205.3166692
"1055","Turkmenistan","Europe & Central Asia",2000,4501419,63.8955122,43.85929954
"1056","Uganda","Sub-Saharan Africa",2000,24213120,46.09168293,15.61499586
"1057","Ukraine","Europe & Central Asia",2000,49175847.64,67.86341463,35.73579603
"1058","United Arab Emirates","Middle East & North Africa",2000,3033491,74.61590244,751.676309
"1059","United Kingdom","Europe & Central Asia",2000,58892514,77.74146341,1765.126832
"1060","United States","North America",2000,282162411,76.63658537,4703.467344
"1061","Uruguay","Latin America & Caribbean",2000,3300847.408,74.88682927,773.294517
"1062","Uzbekistan","Europe & Central Asia",2000,24650400,66.95087805,31.70497883
"1063","Vanuatu","East Asia & Pacific",2000,185074,67.555,52.49524999
"1064","Venezuela, RB","Latin America & Caribbean",2000,24311000,73.2695122,273.7819078
"1065","Vietnam","East Asia & Pacific",2000,77630900,71.9455122,20.89251285
"1066","Yemen, Rep.","Middle East & North Africa",2000,17723186,59.68985366,25.27741137
"1067","Zambia","Sub-Saharan Africa",2000,10201562,41.92987805,17.99742234
"1068","Zimbabwe","Sub-Saharan Africa",2000,12509477,44.61797561,59
"1069","Albania","Europe & Central Asia",2001,3077378,74.72365854,79.86233284
"1070","Algeria","Middle East & North Africa",2001,30982214,70.38112195,67.81399457
"1071","Angola","Sub-Saharan Africa",2001,14388244,45.97331707,30.29481411
"1072","Argentina","Latin America & Caribbean",2001,37302116,73.9295122,675.7074063
"1073","Armenia","Europe & Central Asia",2001,3065810,71.45804878,41.13967068
"1074","Australia","East Asia & Pacific",2001,19413000,79.63414634,1631.917708
"1075","Austria","Europe & Central Asia",2001,8042293,78.52682927,2405.684807
"1076","Azerbaijan","Europe & Central Asia",2001,8111200,67.14768293,31.23550084
"1077","Bahamas, The","Latin America & Caribbean",2001,301606,71.96968293,1111.899844
"1078","Bahrain","Middle East & North Africa",2001,642510,73.91829268,528.2567765
"1079","Bangladesh","South Asia",2001,131944584,65.20831707,10.26761116
"1080","Barbados","Latin America & Caribbean",2001,268192,75.50868293,635.0068981
"1081","Belarus","Europe & Central Asia",2001,9928000,68.50731707,81.76748168
"1082","Belgium","Europe & Central Asia",2001,10286570,77.97317073,1875.078284
"1083","Belize","Latin America & Caribbean",2001,257300,73.64892683,154.2965356
"1084","Benin","Sub-Saharan Africa",2001,6721337,52.81909756,17.42718515
"1085","Bhutan","South Asia",2001,588050,62.23731707,50.10947915
"1086","Bolivia","Latin America & Caribbean",2001,8476709,63.32417073,60.61967065
"1087","Bosnia and Herzegovina","Europe & Central Asia",2001,3748370,74.55317073,110.5370598
"1088","Botswana","Sub-Saharan Africa",2001,1784449,49.81156098,174.9486736
"1089","Brazil","Latin America & Caribbean",2001,176877135,70.43963415,227.749279
"1090","Brunei Darussalam","East Asia & Pacific",2001,334348,76.46490244,532.5083249
"1091","Bulgaria","Europe & Central Asia",2001,8020282,71.76829268,129.2324779
"1092","Burkina Faso","Sub-Saharan Africa",2001,12648474,50.56556098,10.9852869
"1093","Burundi","Sub-Saharan Africa",2001,6499653,46.33639024,6.761867614
"1094","Cambodia","East Asia & Pacific",2001,12653684,57.89646341,19.6949777
"1095","Cameroon","Sub-Saharan Africa",2001,16039737,49.79297561,28.20587508
"1096","Canada","North America",2001,31081900,79.48780488,2148.976137
"1097","Cape Verde","Sub-Saharan Africa",2001,445096,69.96985366,65.64996998
"1098","Central African Republic","Sub-Saharan Africa",2001,3767068,43.52353659,9.88170719
"1099","Chad","Sub-Saharan Africa",2001,8517944,48.28258537,12.08948487
"1100","Chile","Latin America & Caribbean",2001,15604200,77.20721951,344.3078321
"1101","China","East Asia & Pacific",2001,1271850000,71.40553659,47.24745064
"1102","Colombia","Latin America & Caribbean",2001,40422597,71.27365854,144.8057428
"1103","Comoros","Sub-Saharan Africa",2001,577569,58.09980488,11.24598691
"1104","Congo, Dem. Rep.","Sub-Saharan Africa",2001,50989424,45.94219512,5.716249815
"1105","Congo, Rep.","Sub-Saharan Africa",2001,3213330,54.21304878,21.1859899
"1106","Costa Rica","Latin America & Caribbean",2001,4002946,77.97492683,291.5534614
"1107","Cote d'Ivoire","Sub-Saharan Africa",2001,16892864,50.25056098,24.69650358
"1108","Croatia","Europe & Central Asia",2001,4440000,74.51292683,375.7124859
"1109","Cuba","Latin America & Caribbean",2001,11140168,76.57963415,177.8751578
"1110","Cyprus","Europe & Central Asia",2001,961482,78.08534146,776.3148125
"1111","Czech Republic","Europe & Central Asia",2001,10236491,75.17317073,404.3682423
"1112","Denmark","Europe & Central Asia",2001,5358783,76.79268293,2726.07502
"1113","Djibouti","Middle East & North Africa",2001,749604,54.1347561,41.42322494
"1114","Dominican Republic","Latin America & Caribbean",2001,8726256,71.15453659,174.0533275
"1115","Ecuador","Latin America & Caribbean",2001,12552036,73.73807317,78.24310417
"1116","Egypt, Arab Rep.","Middle East & North Africa",2001,68888032,69.66743902,75.77555387
"1117","El Salvador","Latin America & Caribbean",2001,5966027,69.89568293,181.0417553
"1118","Equatorial Guinea","Sub-Saharan Africa",2001,537195,48.75556098,64.44617927
"1119","Eritrea","Sub-Saharan Africa",2001,3812473,56.59429268,7.073781027
"1120","Estonia","Europe & Central Asia",2001,1364101,70.25853659,220.2050105
"1121","Ethiopia","Sub-Saharan Africa",2001,67303731,52.28221951,5.654636924
"1122","Fiji","East Asia & Pacific",2001,814780,67.79290244,66.02155394
"1123","Finland","Europe & Central Asia",2001,5188008,77.96585366,1783.871216
"1124","France","Europe & Central Asia",2001,61355563,79.05853659,2234.306957
"1125","Gabon","Sub-Saharan Africa",2001,1263165,59.49778049,106.6391086
"1126","Gambia, The","Sub-Saharan Africa",2001,1335674,55.4654878,19.08633983
"1127","Georgia","Europe & Central Asia",2001,4386400,71.82673171,53.7079071
"1128","Germany","Europe & Central Asia",2001,82349925,78.32926829,2399.436443
"1129","Ghana","Sub-Saharan Africa",2001,19632265,58.75553659,15.15861169
"1130","Greece","Europe & Central Asia",2001,10949957,78.38780488,1053.467328
"1131","Grenada","Latin America & Caribbean",2001,101731,73.727,392.3534655
"1132","Guatemala","Latin America & Caribbean",2001,11512637,68.22895122,104.7216722
"1133","Guinea","Sub-Saharan Africa",2001,8472339,48.72982927,21.0684122
"1134","Guinea-Bissau","Sub-Saharan Africa",2001,1264855,45.14685366,15.53696444
"1135","Guyana","Latin America & Caribbean",2001,735327,64.98556098,55.15585868
"1136","Haiti","Latin America & Caribbean",2001,8791931,58.58970732,22.46962765
"1137","Honduras","Latin America & Caribbean",2001,6347272,70.60097561,82.91234189
"1138","Hungary","Europe & Central Asia",2001,10187576,72.24878049,374.7306725
"1139","Iceland","Europe & Central Asia",2001,284968,80.6902439,2674.090796
"1140","India","South Asia",2001,1071374264,61.96878049,20.92391547
"1141","Indonesia","East Asia & Pacific",2001,216203499,65.94907317,16.57182934
"1142","Iran, Islamic Rep.","Middle East & North Africa",2001,66313553,70.05853659,293.8873481
"1143","Iraq","Middle East & North Africa",2001,24937728,70.43458537,24.49723094
"1144","Ireland","Europe & Central Asia",2001,3866243,77.1397561,1831.0002
"1145","Israel","Middle East & North Africa",2001,6439000,79.40731707,1539.354593
"1146","Italy","Europe & Central Asia",2001,56977217,79.82926829,1610.536006
"1147","Jamaica","Latin America & Caribbean",2001,2604788.619,70.60560976,178.3219514
"1148","Japan","East Asia & Pacific",2001,127149000,81.41707317,2550.518689
"1149","Jordan","Middle East & North Africa",2001,4917500,72.19265854,181.0138525
"1150","Kazakhstan","Europe & Central Asia",2001,14858335,65.76829268,51.61292748
"1151","Kenya","Sub-Saharan Africa",2001,32076186,52.01807317,18.71309129
"1152","Korea, Rep.","East Asia & Pacific",2001,47357000,76.33756098,538.7910897
"1153","Kuwait","Middle East & North Africa",2001,2009588,73.83078049,626.9294315
"1154","Kyrgyz Republic","Europe & Central Asia",2001,4945100,68.70731707,14.65312724
"1155","Lao PDR","East Asia & Pacific",2001,5408912,61.97817073,13.24508711
"1156","Latvia","Europe & Central Asia",2001,2355011,70.76097561,215.2411141
"1157","Lebanon","Middle East & North Africa",2001,3802903,70.79531707,432.8435905
"1158","Lesotho","Sub-Saharan Africa",2001,1988983,46.13558537,26.74058558
"1159","Liberia","Sub-Saharan Africa",2001,2939296,47.14882927,11.22629785
"1160","Libya","Middle East & North Africa",2001,5331311,72.76280488,254.2506326
"1161","Lithuania","Europe & Central Asia",2001,3481292,71.65853659,219.7454974
"1162","Luxembourg","Europe & Central Asia",2001,441525,77.82439024,3387.546862
"1163","Macedonia, FYR","Europe & Central Asia",2001,2016075,73.07631707,144.9672957
"1164","Madagascar","Sub-Saharan Africa",2001,15846412,60.62092683,10.9521902
"1165","Malawi","Sub-Saharan Africa",2001,11529337,46.2764878,7.553071464
"1166","Malaysia","East Asia & Pacific",2001,23964621,72.32112195,138.1741397
"1167","Maldives","South Asia",2001,277791,71.33068293,152.3526188
"1168","Mali","Sub-Saharan Africa",2001,11639798,47.55265854,16.57325794
"1169","Malta","Middle East & North Africa",2001,393028,78.44146341,679.1256314
"1170","Mauritania","Sub-Saharan Africa",2001,2720367,57.05017073,19.59685772
"1171","Mauritius","Sub-Saharan Africa",2001,1199881,71.76585366,145.1496542
"1172","Mexico","Latin America & Caribbean",2001,101329543,74.52046341,372.8344072
"1173","Micronesia, Fed. Sts.","East Asia & Pacific",2001,107290,67.37926829,189.7119516
"1174","Moldova","Europe & Central Asia",2001,3631460,67.08082927,28.97753567
"1175","Mongolia","East Asia & Pacific",2001,2434515,63.68197561,24.04114472
"1176","Montenegro","Europe & Central Asia",2001,630299,74.67517073,155.4333079
"1177","Morocco","Middle East & North Africa",2001,29129204,69.05487805,57.48271624
"1178","Mozambique","Sub-Saharan Africa",2001,18691461,47.39565854,12.30219649
"1179","Myanmar","East Asia & Pacific",2001,45323903,62.08378049,2.611915261
"1180","Namibia","Sub-Saharan Africa",2001,1936399,57.30121951,113.1385415
"1181","Nepal","South Asia",2001,24980184,62.33260976,12.56226742
